frame_idx,joint_fixed,joint_model_derived,decoupled_fixed,decoupled_model_derived,memoryless
67,C1,C1,C1,C1,C2
68,C1,C1,C1,C1,C1
69,C1,C1,C1,C1,C2
70,C1,C1,C1,C1,C2
71,C1,C1,C1,C1,C1
72,C1,C1,C1,C1,C1
73,C1,C1,C1,C1,C1
74,C1,C1,C1,C1,C1
75,C1,C1,C1,C1,C1
76,C1,C1,C1,C1,C1
77,C1,C1,C1,C1,C1
78,C1,C1,C1,C1,C1
79,C1,C1,C1,C1,C1
80,C1,C1,C1,C1,C1
81,C1,C1,C1,C1,C1
82,C1,C1,C1,C1,C1
83,C1,C1,C1,C1,C1
84,C1,C1,C1,C1,C1
85,C1,C1,C1,C1,C1
86,C1,C1,C1,C1,C1
87,C1,C1,C1,C1,C1
88,C1,C1,C1,C1,C1
89,C1,C1,C1,C1,C1
90,C1,C1,C1,C1,C1
91,C1,C1,C1,C1,C1
92,C1,C1,C1,C1,C1
93,C1,C1,C1,C1,C1
94,C1,C1,C1,C1,C1
95,C1,C1,C1,C1,C1
96,C1,C1,C1,C1,C1
97,C1,C1,C1,C1,C1
98,C1,C1,C1,C1,C1
99,C1,C1,C1,C1,C1
100,C1,C1,C1,C1,C1
101,C1,C1,C1,C1,C1
102,C1,C1,C1,C1,C1
103,C1,C1,C1,C1,C1
104,C1,C1,C1,C1,C1
105,C1,C1,C1,C1,C1
106,C1,C1,C1,C1,C1
107,C1,C1,C1,C1,C1
108,C1,C1,C1,C1,C1
109,C1,C1,C1,C1,C1
110,C1,C1,C1,C1,C1
111,C1,C1,C1,C1,C1
112,C1,C1,C1,C1,C1
113,C1,C1,C1,C1,C1
114,C1,C1,C1,C1,C1
115,C1,C1,C1,C1,C1
116,C1,C1,C1,C1,C1
117,C1,C1,C1,C1,C1
118,C1,C1,C1,C1,C1
119,C1,C1,C1,C1,C1
120,C1,C1,C1,C1,C2
121,C1,C1,C1,C1,C2
122,C1,C1,C1,C1,C2
123,C1,C1,C1,C1,C2
124,C1,C1,C1,C1,C2
125,C1,C1,C1,C1,C2
126,C1,C1,C1,C1,C2
127,C2,C2,C2,C2,C2
128,C2,C2,C2,C2,C2
129,C2,C1,C2,C1,C2
130,C2,C1,C2,C1,C2
131,C2,C1,C2,C1,C2
132,C2,C1,C2,C1,C2
133,C2,C1,C2,C1,C2
134,C2,C1,C2,C1,C2
135,C2,C1,C2,C1,C2
136,C2,C1,C2,C1,C2
137,C2,C1,C2,C1,C2
138,C1,C1,C1,C1,C2
139,C1,C1,C1,C1,C2
140,C1,C1,C1,C1,C2
141,C1,C1,C1,C1,C2
142,C1,C1,C1,C1,C2
143,C1,C1,C1,C1,C2
144,C1,C1,C1,C1,C2
145,C1,C1,C1,C1,C2
146,C1,C1,C1,C1,C2
147,C1,C1,C1,C1,C2
148,C1,C1,C1,C1,C2
149,C1,C1,C1,C1,C2
150,C1,C1,C1,C1,C1
151,C1,C1,C1,C1,C2
152,C1,C1,C1,C1,C2
153,C1,C1,C1,C1,C2
154,C1,C1,C1,C1,C2
155,C1,C1,C1,C1,C2
156,C1,C1,C1,C1,C2
157,C1,C1,C1,C1,C1
158,C1,C1,C1,C1,C1
159,C1,C1,C1,C1,C1
160,C1,C1,C1,C1,C1
161,C1,C1,C1,C1,C1
162,C1,C1,C1,C1,C1
163,C1,C1,C1,C1,C1
164,C1,C1,C1,C1,C1
165,C1,C1,C1,C1,C1
166,C1,C1,C1,C1,C1
167,C1,C1,C1,C1,C1
168,C1,C1,C1,C1,C1
169,C1,C1,C1,C1,C1
170,C1,C1,C1,C1,C1
171,C1,C1,C1,C1,C1
172,C1,C1,C1,C1,C1
173,C1,C1,C1,C1,C1
174,C1,C1,C1,C1,C1
175,C1,C1,C1,C1,C1
176,C1,C1,C1,C1,C1
177,C1,C1,C1,C1,C1
178,C1,C1,C1,C1,C1
179,C1,C1,C1,C1,C1
180,C1,C1,C1,C1,C1
181,C1,C1,C1,C1,C1
182,C1,C1,C1,C1,C1
183,C1,C1,C1,C1,C1
184,C1,C1,C1,C1,C1
185,C1,C1,C1,C1,C1
186,C1,C1,C1,C1,C1
187,C1,C1,C1,C1,C1
188,C1,C1,C1,C1,C1
189,C1,C1,C1,C1,C1
190,C1,C1,C1,C1,C1
191,C1,C1,C1,C1,C1
192,C1,C1,C1,C1,C1
193,C1,C1,C1,C1,C1
194,C1,C1,C1,C1,C1
195,C1,C1,C1,C1,C1
196,C1,C1,C1,C1,C1
197,C1,C1,C1,C1,C1
198,C1,C1,C1,C1,C1
199,C1,C1,C1,C1,C1
200,C2,C2,C2,C2,C1
201,C2,C2,C2,C2,C1
202,C2,C1,C2,C1,C1
203,C2,C1,C2,C1,C1
204,C2,C1,C2,C1,C1
205,C2,C1,C2,C1,C1
206,C2,C1,C2,C1,C1
207,C2,C1,C2,C1,C1
208,C2,C1,C2,C1,C1
209,C2,C1,C2,C1,C1
210,C2,C1,C2,C1,C1
211,C1,C1,C1,C1,C1
212,C1,C1,C1,C1,C1
213,C1,C1,C1,C1,C1
214,C1,C1,C1,C1,C1
215,C1,C1,C1,C1,C1
216,C1,C1,C1,C1,C1
217,C1,C1,C1,C1,C1
218,C1,C1,C1,C1,C1
219,C1,C1,C1,C1,C1
220,C1,C2,C1,C2,C2
221,C1,C2,C1,C2,C2
222,C1,C1,C1,C1,C2
223,C1,C1,C1,C1,C2
224,C1,C1,C1,C1,C2
225,C2,C2,C2,C2,C2
226,C2,C2,C2,C2,C2
227,C2,C1,C2,C1,C2
228,C2,C1,C2,C1,C2
229,C2,C1,C2,C1,C2
230,C2,C1,C2,C1,C2
231,C2,C1,C2,C1,C2
232,C2,C1,C2,C1,C2
233,C2,C1,C2,C1,C2
234,C2,C1,C2,C1,C2
235,C2,C1,C2,C1,C2
236,C1,C1,C1,C1,C2
237,C1,C1,C1,C1,C2
238,C1,C1,C1,C1,C2
239,C1,C2,C1,C2,C2
240,C1,C2,C1,C2,C2
241,C1,C1,C1,C1,C2
242,C1,C1,C1,C1,C2
243,C1,C1,C1,C1,C2
244,C1,C1,C1,C1,C2
245,C1,C2,C1,C2,C2
246,C1,C2,C1,C2,C2
247,C1,C1,C1,C1,C2
248,C2,C1,C2,C1,C2
249,C2,C1,C2,C1,C2
250,C2,C1,C2,C1,C2
251,C2,C1,C2,C1,C2
252,C2,C1,C2,C1,C2
253,C2,C1,C2,C1,C2
254,C2,C1,C2,C1,C2
255,C2,C1,C2,C1,C2
256,C2,C1,C2,C1,C2
257,C2,C1,C2,C1,C2
258,C2,C1,C2,C1,C2
259,C1,C1,C1,C1,C2
260,C1,C1,C1,C1,C2
261,C1,C1,C1,C1,C2
262,C1,C1,C1,C1,C2
263,C1,C1,C1,C1,C2
264,C1,C1,C1,C1,C2
265,C1,C1,C1,C1,C2
266,C1,C1,C1,C1,C2
267,C1,C2,C1,C2,C2
268,C1,C2,C1,C2,C2
269,C1,C1,C1,C1,C2
270,C1,C1,C1,C1,C2
271,C1,C1,C1,C1,C2
272,C1,C1,C1,C1,C2
273,C1,C1,C1,C1,C2
274,C1,C1,C1,C1,C2
275,C1,C1,C1,C1,C2
276,C1,C1,C1,C1,C2
277,C1,C1,C1,C1,C2
278,C1,C1,C1,C1,C1
279,C1,C1,C1,C1,C1
280,C1,C1,C1,C1,C1
281,C1,C1,C1,C1,C1
282,C1,C1,C1,C1,C1
283,C1,C1,C1,C1,C1
284,C1,C1,C1,C1,C1
285,C1,C1,C1,C1,C1
286,C1,C1,C1,C1,C1
287,C1,C1,C1,C1,C1
288,C1,C1,C1,C1,C1
289,C1,C1,C1,C1,C1
290,C1,C1,C1,C1,C1
291,C2,C2,C2,C2,C2
292,C2,C2,C2,C2,C2
293,C2,C2,C2,C2,C2
294,C2,C1,C2,C1,C2
295,C2,C1,C2,C1,C2
296,C2,C1,C2,C1,C2
297,C2,C1,C2,C1,C2
298,C2,C1,C2,C1,C2
299,C2,C2,C2,C2,C2
