frame_idx,joint_fixed,joint_model_derived,decoupled_fixed,decoupled_model_derived,memoryless
108,C1,C1,C1,C1,C1
109,C1,C1,C1,C1,C1
110,C1,C1,C1,C1,C1
111,C1,C1,C1,C1,C1
112,C1,C1,C1,C1,C1
113,C1,C1,C1,C1,C1
114,C1,C1,C1,C1,C1
115,C1,C1,C1,C1,C1
116,C1,C1,C1,C1,C1
117,C1,C1,C1,C1,C1
118,C4,C4,C1,C1,C1
119,C4,C4,C1,C1,C1
120,C4,C4,C1,C1,C1
121,C4,C4,C1,C1,C1
122,C4,C4,C1,C1,C1
123,C4,C4,C1,C1,C1
124,C4,C1,C1,C1,C1
125,C4,C1,C1,C1,C1
126,C4,C1,C1,C1,C1
127,C4,C1,C1,C1,C4
128,C4,C1,C1,C1,C4
129,C1,C1,C1,C1,C4
130,C1,C1,C1,C1,C4
131,C1,C1,C1,C1,C4
132,C1,C1,C1,C1,C4
133,C1,C1,C1,C1,C4
134,C1,C1,C1,C1,C4
135,C1,C1,C1,C1,C4
136,C1,C1,C1,C1,C4
137,C1,C1,C1,C1,C4
138,C1,C1,C1,C1,C4
139,C1,C1,C1,C1,C4
140,C1,C1,C1,C1,C4
141,C1,C1,C1,C1,C4
142,C1,C1,C1,C1,C4
143,C1,C1,C1,C1,C4
144,C1,C1,C1,C1,C4
145,C1,C1,C1,C1,C4
146,C1,C1,C1,C1,C1
147,C1,C1,C1,C1,C1
148,C1,C1,C1,C1,C1
149,C1,C1,C1,C1,C1
150,C1,C1,C1,C1,C1
151,C1,C1,C1,C1,C1
152,C1,C1,C1,C1,C1
153,C1,C1,C1,C1,C1
154,C1,C1,C1,C1,C1
155,C1,C1,C1,C1,C1
156,C1,C1,C1,C1,C1
157,C1,C1,C1,C1,C1
158,C1,C1,C1,C1,C1
159,C1,C1,C1,C1,C1
160,C1,C1,C1,C1,C1
161,C1,C1,C1,C1,C1
162,C1,C1,C1,C1,C1
163,C1,C1,C1,C1,C1
164,C1,C1,C1,C1,C1
165,C1,C1,C1,C1,C1
166,C1,C1,C1,C1,C1
167,C1,C1,C1,C1,C1
168,C1,C1,C1,C1,C1
169,C1,C1,C1,C1,C1
170,C1,C1,C1,C1,C1
171,C1,C1,C1,C1,C1
172,C1,C1,C1,C1,C1
173,C1,C1,C1,C1,C1
174,C1,C1,C1,C1,C1
175,C1,C1,C1,C1,C1
176,C1,C1,C1,C1,C1
177,C1,C1,C1,C1,C1
178,C1,C1,C1,C1,C1
179,C1,C1,C1,C1,C1
180,C1,C1,C1,C1,C1
181,C1,C1,C1,C1,C1
182,C1,C1,C1,C1,C1
183,C1,C1,C1,C1,C1
184,C1,C1,C1,C1,C1
185,C1,C1,C1,C1,C1
186,C1,C1,C1,C1,C1
187,C1,C1,C1,C1,C1
188,C1,C1,C1,C1,C1
189,C1,C1,C1,C1,C1
190,C1,C1,C1,C1,C1
191,C1,C1,C1,C1,C1
192,C1,C1,C1,C1,C1
193,C1,C1,C1,C1,C1
194,C1,C1,C1,C1,C1
195,C1,C1,C1,C1,C1
196,C1,C1,C1,C1,C1
197,C1,C1,C1,C1,C1
198,C1,C1,C1,C1,C1
199,C1,C1,C1,C1,C1
200,C1,C1,C1,C1,C1
201,C1,C1,C1,C1,C1
202,C1,C1,C1,C1,C1
203,C1,C1,C1,C1,C1
204,C1,C1,C1,C1,C1
205,C1,C1,C1,C1,C1
206,C1,C1,C1,C1,C1
207,C1,C1,C1,C1,C1
208,C4,C4,C1,C1,C1
209,C4,C4,C1,C1,C1
210,C4,C4,C1,C1,C1
211,C4,C4,C1,C1,C1
212,C4,C4,C1,C1,C1
213,C4,C4,C1,C1,C1
214,C4,C4,C1,C1,C1
215,C4,C4,C1,C1,C1
216,C4,C4,C1,C1,C1
217,C4,C4,C1,C1,C1
218,C4,C4,C1,C1,C1
219,C4,C4,C1,C1,C1
220,C4,C4,C1,C1,C4
221,C4,C4,C1,C1,C4
222,C4,C4,C1,C1,C4
223,C4,C4,C1,C1,C4
224,C1,C1,C1,C1,C4
225,C1,C1,C4,C4,C4
226,C1,C4,C4,C4,C4
227,C1,C4,C4,C2,C4
228,C1,C2,C4,C2,C4
229,C1,C2,C4,C2,C4
230,C1,C1,C4,C1,C4
231,C1,C1,C4,C1,C4
232,C1,C1,C4,C1,C4
233,C1,C1,C4,C1,C4
234,C1,C1,C4,C1,C4
235,C1,C1,C4,C1,C4
236,C1,C1,C1,C1,C4
237,C1,C1,C1,C1,C4
238,C1,C1,C1,C1,C4
239,C1,C1,C1,C1,C4
240,C2,C2,C1,C2,C4
241,C2,C2,C1,C2,C4
242,C2,C4,C1,C4,C4
243,C2,C4,C1,C4,C4
244,C2,C4,C1,C4,C4
245,C2,C4,C1,C4,C4
246,C2,C4,C1,C4,C4
247,C2,C4,C4,C4,C4
248,C2,C4,C4,C4,C4
249,C2,C4,C4,C4,C4
250,C2,C4,C4,C4,C4
251,C4,C4,C4,C4,C4
252,C4,C2,C4,C2,C4
253,C4,C2,C4,C2,C4
254,C4,C2,C4,C2,C4
255,C4,C2,C4,C2,C4
256,C4,C2,C4,C2,C4
257,C4,C2,C4,C2,C4
258,C4,C4,C4,C4,C4
259,C4,C4,C2,C4,C4
260,C4,C2,C2,C2,C4
261,C4,C2,C2,C2,C4
262,C2,C2,C2,C2,C4
263,C2,C2,C2,C2,C4
264,C2,C2,C2,C2,C4
265,C2,C2,C2,C2,C4
266,C2,C2,C2,C2,C4
267,C2,C2,C2,C2,C4
268,C2,C4,C2,C4,C4
269,C2,C4,C2,C4,C4
270,C2,C4,C4,C4,C4
271,C2,C4,C4,C4,C4
272,C2,C4,C4,C4,C4
273,C4,C4,C4,C4,C4
274,C4,C4,C4,C4,C4
275,C4,C4,C4,C4,C4
276,C4,C4,C4,C4,C4
277,C4,C4,C4,C4,C4
278,C4,C4,C4,C4,C4
279,C4,C4,C4,C4,C4
280,C4,C4,C4,C4,C4
281,C4,C2,C2,C2,C4
282,C4,C2,C2,C2,C4
283,C4,C2,C2,C2,C4
284,C2,C2,C2,C2,C4
285,C2,C1,C2,C1,C4
286,C2,C1,C2,C1,C4
287,C2,C1,C2,C1,C4
288,C2,C1,C2,C1,C4
289,C2,C1,C2,C1,C4
290,C2,C1,C2,C1,C4
291,C2,C1,C2,C1,C4
292,C2,C2,C2,C2,C4
293,C2,C2,C2,C2,C4
294,C2,C2,C2,C2,C4
295,C2,C2,C2,C2,C4
296,C2,C2,C2,C2,C4
297,C1,C1,C1,C1,C4
298,C1,C1,C1,C1,C4
299,C1,C2,C1,C2,C4
